control_date,candidate_universe_id,candidate_symbol_count,source_family,required_variable_anchors,required_output,status,blocking_reason
2012-01-26,retrospective-samplefirms:2012-01-26,54,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-01-27,retrospective-samplefirms:2012-01-27,9,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-01-27,retrospective-samplefirms:2012-01-27,9,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-01-27,retrospective-samplefirms:2012-01-27,9,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-01-27,retrospective-samplefirms:2012-01-27,9,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-01-27,retrospective-samplefirms:2012-01-27,9,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-01-27,retrospective-samplefirms:2012-01-27,9,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-01-27,retrospective-samplefirms:2012-01-27,9,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-07-31,retrospective-samplefirms:2012-07-31,111,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-07-31,retrospective-samplefirms:2012-07-31,111,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-07-31,retrospective-samplefirms:2012-07-31,111,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-07-31,retrospective-samplefirms:2012-07-31,111,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-07-31,retrospective-samplefirms:2012-07-31,111,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-07-31,retrospective-samplefirms:2012-07-31,111,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2012-07-31,retrospective-samplefirms:2012-07-31,111,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-02-19,retrospective-samplefirms:2013-02-19,23,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-02-19,retrospective-samplefirms:2013-02-19,23,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-02-19,retrospective-samplefirms:2013-02-19,23,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-02-19,retrospective-samplefirms:2013-02-19,23,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-02-19,retrospective-samplefirms:2013-02-19,23,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-02-19,retrospective-samplefirms:2013-02-19,23,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-02-19,retrospective-samplefirms:2013-02-19,23,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-01,retrospective-samplefirms:2013-04-01,6,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-01,retrospective-samplefirms:2013-04-01,6,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-01,retrospective-samplefirms:2013-04-01,6,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-01,retrospective-samplefirms:2013-04-01,6,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-01,retrospective-samplefirms:2013-04-01,6,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-01,retrospective-samplefirms:2013-04-01,6,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-01,retrospective-samplefirms:2013-04-01,6,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-18,retrospective-samplefirms:2013-04-18,59,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-18,retrospective-samplefirms:2013-04-18,59,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-18,retrospective-samplefirms:2013-04-18,59,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-18,retrospective-samplefirms:2013-04-18,59,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-18,retrospective-samplefirms:2013-04-18,59,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-18,retrospective-samplefirms:2013-04-18,59,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-18,retrospective-samplefirms:2013-04-18,59,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-23,retrospective-samplefirms:2013-04-23,93,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-23,retrospective-samplefirms:2013-04-23,93,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-23,retrospective-samplefirms:2013-04-23,93,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-23,retrospective-samplefirms:2013-04-23,93,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-23,retrospective-samplefirms:2013-04-23,93,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-23,retrospective-samplefirms:2013-04-23,93,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-23,retrospective-samplefirms:2013-04-23,93,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-24,retrospective-samplefirms:2013-04-24,128,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-24,retrospective-samplefirms:2013-04-24,128,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-24,retrospective-samplefirms:2013-04-24,128,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-24,retrospective-samplefirms:2013-04-24,128,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-24,retrospective-samplefirms:2013-04-24,128,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-24,retrospective-samplefirms:2013-04-24,128,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-24,retrospective-samplefirms:2013-04-24,128,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-25,retrospective-samplefirms:2013-04-25,180,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-25,retrospective-samplefirms:2013-04-25,180,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-25,retrospective-samplefirms:2013-04-25,180,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-25,retrospective-samplefirms:2013-04-25,180,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-25,retrospective-samplefirms:2013-04-25,180,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-25,retrospective-samplefirms:2013-04-25,180,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-04-25,retrospective-samplefirms:2013-04-25,180,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-06,retrospective-samplefirms:2013-05-06,55,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-06,retrospective-samplefirms:2013-05-06,55,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-06,retrospective-samplefirms:2013-05-06,55,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-06,retrospective-samplefirms:2013-05-06,55,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-06,retrospective-samplefirms:2013-05-06,55,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-06,retrospective-samplefirms:2013-05-06,55,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-06,retrospective-samplefirms:2013-05-06,55,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-07,retrospective-samplefirms:2013-05-07,115,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-07,retrospective-samplefirms:2013-05-07,115,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-07,retrospective-samplefirms:2013-05-07,115,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-07,retrospective-samplefirms:2013-05-07,115,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-07,retrospective-samplefirms:2013-05-07,115,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-07,retrospective-samplefirms:2013-05-07,115,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-07,retrospective-samplefirms:2013-05-07,115,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-08,retrospective-samplefirms:2013-05-08,79,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-08,retrospective-samplefirms:2013-05-08,79,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-08,retrospective-samplefirms:2013-05-08,79,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-08,retrospective-samplefirms:2013-05-08,79,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-08,retrospective-samplefirms:2013-05-08,79,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-08,retrospective-samplefirms:2013-05-08,79,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-05-08,retrospective-samplefirms:2013-05-08,79,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-07-23,retrospective-samplefirms:2013-07-23,84,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-07-23,retrospective-samplefirms:2013-07-23,84,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-07-23,retrospective-samplefirms:2013-07-23,84,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-07-23,retrospective-samplefirms:2013-07-23,84,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-07-23,retrospective-samplefirms:2013-07-23,84,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-07-23,retrospective-samplefirms:2013-07-23,84,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-07-23,retrospective-samplefirms:2013-07-23,84,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-09-19,retrospective-samplefirms:2013-09-19,7,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-09-19,retrospective-samplefirms:2013-09-19,7,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-09-19,retrospective-samplefirms:2013-09-19,7,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-09-19,retrospective-samplefirms:2013-09-19,7,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-09-19,retrospective-samplefirms:2013-09-19,7,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-09-19,retrospective-samplefirms:2013-09-19,7,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-09-19,retrospective-samplefirms:2013-09-19,7,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-17,retrospective-samplefirms:2013-10-17,55,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-17,retrospective-samplefirms:2013-10-17,55,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-17,retrospective-samplefirms:2013-10-17,55,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-17,retrospective-samplefirms:2013-10-17,55,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-17,retrospective-samplefirms:2013-10-17,55,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-17,retrospective-samplefirms:2013-10-17,55,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-17,retrospective-samplefirms:2013-10-17,55,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-21,retrospective-samplefirms:2013-10-21,37,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-21,retrospective-samplefirms:2013-10-21,37,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-21,retrospective-samplefirms:2013-10-21,37,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-21,retrospective-samplefirms:2013-10-21,37,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-21,retrospective-samplefirms:2013-10-21,37,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-21,retrospective-samplefirms:2013-10-21,37,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-21,retrospective-samplefirms:2013-10-21,37,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-22,retrospective-samplefirms:2013-10-22,69,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-22,retrospective-samplefirms:2013-10-22,69,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-22,retrospective-samplefirms:2013-10-22,69,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-22,retrospective-samplefirms:2013-10-22,69,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-22,retrospective-samplefirms:2013-10-22,69,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-22,retrospective-samplefirms:2013-10-22,69,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2013-10-22,retrospective-samplefirms:2013-10-22,69,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-10,retrospective-samplefirms:2014-12-10,13,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-10,retrospective-samplefirms:2014-12-10,13,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-10,retrospective-samplefirms:2014-12-10,13,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-10,retrospective-samplefirms:2014-12-10,13,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-10,retrospective-samplefirms:2014-12-10,13,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-10,retrospective-samplefirms:2014-12-10,13,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
