control_date,event_count,review_status,candidate_universe_source,candidate_universe_revision,candidate_universe_blob_sha,required_covariate_families,required_variable_anchors,blocking_reasons
2015-02-05,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-10,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-11,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-12,6,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-17,5,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-18,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-19,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-23,5,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-25,3,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-26,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-03-03,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-03-10,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-03-19,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-03-25,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-03-26,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-03-31,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-04-16,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-04-21,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-04-22,4,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-04-27,5,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-04-28,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-04-29,5,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-04-30,6,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-05-04,5,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-05-05,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-05-06,4,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-05-19,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-05-20,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
